Student_ID,Gender,DOB,Age,Class_Grade_ID,Discipline_ID,State_Of_Origin,Year_Of_Admission,Sports_House,Religion,Disability,Parent_Income_Level,Class_Prefect,Aspiring_Profession,Clubs
d6979cea-213e-48c7-99e1-f57f245d163b,Female,2009-06-01,15,1,2,Osun,2022,Brown House,Christianity,No,Middle Class,No,Business Executive,{'Press Club'}
8ab41478-e547-401c-a399-5f31a453434b,Male,2008-02-29,16,2,1,Oyo,2021,Brown House,Christianity,No,Middle Class,No,Artist,{'Drama Club'}
2868b710-ae9c-4122-995f-9a2e952d5182,Female,2011-06-12,13,3,1,Oyo,2020,Brown House,Islam,No,Middle Class,No,Brand Specialist,{'Drama Club'}
ffe6199e-7294-4a7a-b4eb-c572b1147aca,Male,2008-01-21,16,3,2,Katsina,2020,Green House,Christianity,No,Middle Class,No,Accountant,{'Debating Club'}
4be928d0-52fd-47ff-a274-496d4d8adecd,Male,2009-04-08,15,1,3,Kogi,2022,Yellow House,Islam,No,Middle Class,No,Software Developer,{'Mathematics Club'}
c2e57c93-47d1-423c-a6e0-35b6a702e4c6,Female,2007-01-08,17,1,3,Oyo,2022,Red House,Christianity,No,Middle Class,No,Software Developer,{'Computer Club'}
8d5e26a9-ce61-47cf-8b8c-b8e02c5ef403,Male,2006-11-01,18,1,2,Ogun,2022,Green House,Islam,No,Middle Class,No,Auditor,{'Press Club'}
84676286-61e2-48c9-a85a-96715572ece9,Female,2007-11-13,17,2,3,Kano,2021,Blue House,Christianity,No,Middle Class,No,Engineer,{'Red Cross'}
b2c4736d-512c-442b-97fb-3caa81a43007,Female,2012-04-29,12,2,1,Delta,2021,Green House,Islam,No,Middle Class,No,Journalist,{'Press Club'}
afb7b0e3-4008-4fff-96a3-b9464e8daf09,Male,2007-12-03,17,2,3,Imo,2021,Red House,Christianity,No,Middle Class,No,Agriculturist,{'JETS Club'}
5cb4418c-7f93-43b0-9141-27e70245d8c8,Female,2010-01-30,14,1,1,Edo,2022,Brown House,Christianity,No,Middle Class,No,Brand Specialist,{'Press Club'}
8bdde0d4-b0c5-4e3c-b8f8-c7b7da12762f,Female,2009-08-03,15,2,2,Cross River,2021,Yellow House,Christianity,No,Low,No,Marketer,{'Debating Club'}
aa8badd6-9e07-4534-a9c6-8892b29c9696,Female,2011-12-13,13,2,2,Oyo,2021,Yellow House,Christianity,No,Middle Class,No,Accountant,{'Press Club'}
07ab58b8-db93-43e0-bdf7-5830b2de7ed9,Male,2010-09-19,14,3,3,Ogun,2020,Brown House,Islam,No,Middle Class,No,Pharmacist,{'Red Cross'}
99baa5bd-f2ab-4212-baa2-6b0f5d75b07b,Female,2009-06-12,15,1,1,Bayelsa,2022,Brown House,Islam,Yes,Middle Class,No,Lawyer,{'Fine Arts'}
188c418f-c58f-4044-bd96-6a42e1953be5,Male,2006-11-02,18,1,1,Ogun,2022,Purple House,Christianity,No,Middle Class,No,Content Creator,{'Fine Arts'}
d4e000b3-df89-428a-962f-0b7e42e40297,Female,2011-05-14,13,2,1,Kogi,2021,Red House,Islam,No,Low,No,Actor,{'Debating Club'}
656fb283-cdae-430b-88e1-1c0dd68828d6,Male,2009-07-26,15,3,1,Ogun,2020,Blue House,Christianity,No,Low,No,Brand Specialist,{'Music Club'}
ddfed2b0-7bd4-4fd7-b9c3-995367a0d569,Male,2011-03-15,13,1,3,Borno,2022,Green House,Islam,No,Middle Class,No,Pharmacist,{'Computer Club'}
02e242f0-a7b5-4b1a-90d4-ebaa637aa5fb,Female,2012-06-02,12,3,2,Sokoto,2020,Purple House,Islam,No,Middle Class,No,Entrepreneur,{'Chess Club'}
1d65a00c-9c5b-4014-b26b-43deb64fb4fd,Female,2009-01-08,15,3,3,Borno,2020,Purple House,Christianity,Yes,Middle Class,No,Software Developer,{'Red Cross'}
2eed4913-f567-4489-b0ee-81e9bdf062aa,Male,2012-08-26,12,1,2,Delta,2022,Brown House,Christianity,No,Middle Class,No,Economist,{'Debating Club'}
74cb3f99-d651-415b-9edb-36803ca64d3f,Female,2008-01-26,16,3,3,Cross River,2020,Purple House,Christianity,No,Middle Class,No,Computer Scientist,{'Computer Club'}
85e34f07-63e8-41d9-b306-5fa6855e1958,Male,2007-09-13,17,3,1,Kano,2020,Blue House,Islam,No,Middle Class,No,Content Creator,{'Press Club'}
a548d7a6-cd38-487d-afcc-33784847b5a0,Male,2012-03-12,12,1,2,Akwa Ibom,2022,Brown House,Christianity,No,Middle Class,No,Marketer,{'Music Club'}
c14ae0ac-1f75-4e30-964f-7f3362cb10d1,Male,2008-10-07,16,1,1,Ogun,2022,Green House,Christianity,No,Middle Class,No,Fashion Designer,{'Fine Arts'}
9497fdaa-7e0a-4f32-b8a8-7b24fd232eb7,Male,2009-05-24,15,2,3,Oyo,2021,Green House,Christianity,No,Low,No,Data Scientist,{'JETS Club'}
108bf7cc-32f9-4d49-8c87-dd17e614f0d0,Male,2012-01-09,12,1,1,Lagos,2022,Blue House,Islam,No,Middle Class,No,Writer,{'Debating Club'}
c746d348-c273-4c50-bb1f-ad5cac09c293,Female,2012-08-11,12,2,1,Oyo,2021,Yellow House,Islam,No,Middle Class,No,Brand Specialist,{'Debating Club'}
41314b6a-bf53-4d58-8290-7b17a1d55da6,Female,2006-12-28,18,2,2,Oyo,2021,Blue House,Christianity,No,Middle Class,No,Marketer,{'Commerce Club'}
f246979f-b6a2-4741-ae15-ff73203dfe05,Female,2009-05-26,15,3,3,Osun,2020,Yellow House,Christianity,No,Middle Class,No,Doctor,{'JETS Club'}
1f17f382-0c56-41b2-80c3-6d591fff9da3,Female,2007-06-28,17,2,3,Plateau,2021,Brown House,Islam,No,Middle Class,No,Software Developer,{'Computer Club'}
e8d96b34-8690-4d60-afcb-adc022c03bb9,Male,2011-07-24,13,2,1,Osun,2021,Yellow House,Christianity,No,Middle Class,No,Actor,{'Debating Club'}
54c60885-b1b3-42b0-979c-4d66ce67fd27,Male,2011-11-01,13,1,2,Lagos,2022,Blue House,Christianity,No,Middle Class,No,Business Executive,{'Music Club'}
a1431f36-71ea-4945-9d3a-e6a8a1c6ef73,Female,2007-09-10,17,2,3,Ogun,2021,Blue House,Christianity,No,Middle Class,No,Biologist,{'Mathematics Club'}
009a9b0d-d1b2-49cc-866e-39ebb012d971,Female,2011-10-12,13,1,1,Lagos,2022,Green House,Christianity,No,Middle Class,No,Journalist,{'Debating Club'}
238b7aa5-633f-4190-82fc-6a169b3199a4,Male,2009-04-23,15,2,1,Sokoto,2021,Blue House,Islam,No,Middle Class,No,Actor,{'Music Club'}
7fd8ac2b-6678-42a2-b298-75b8fb94f10b,Male,2007-04-18,17,2,2,Edo,2021,Red House,Christianity,No,Middle Class,No,Accountant,{'Chess Club'}
79ebc168-929f-4bce-a956-75f79e0e034f,Female,2007-05-09,17,3,3,Lagos,2020,Purple House,Islam,No,Middle Class,No,Biologist,{'Red Cross'}
bdf095c6-e231-4c78-a9e8-cd624917ad27,Male,2012-07-25,12,1,2,Osun,2022,Brown House,Islam,No,Middle Class,No,Entrepreneur,{'Music Club'}
b1e25636-78fc-43f8-b930-c12d058dc980,Male,2008-06-22,16,3,2,Oyo,2020,Purple House,Christianity,No,Middle Class,No,Economist,{'Debating Club'}
c6482907-811f-4422-8fb2-a27883853837,Male,2009-04-24,15,1,2,FCT - Abuja,2022,Green House,Christianity,Yes,Low,No,Entrepreneur,{'Press Club'}
21da9152-5eb8-4fc8-b9ca-ed9c80ce9912,Female,2007-07-31,17,2,3,Osun,2021,Red House,Islam,No,Middle Class,No,Doctor,{'JETS Club'}
ae890373-ef51-45ac-bc78-70a3ab07771b,Female,2011-06-02,13,2,3,Oyo,2021,Brown House,Christianity,No,Middle Class,No,Computer Scientist,{'JETS Club'}
49ee9a7a-cfe3-4a8d-aa49-d6ed8009b7ef,Female,2011-04-04,13,2,1,Lagos,2021,Red House,Islam,No,Upper Class,No,Actor,{'Music Club'}
54ca9eae-c364-43d4-92de-a84af202c189,Male,2010-02-26,14,2,1,Bayelsa,2021,Green House,Islam,No,Middle Class,No,Lawyer,{'Drama Club'}
e7cd5e85-1c8f-4982-8c8d-ac6f264a3a23,Female,2008-02-28,16,3,1,Imo,2020,Purple House,Islam,No,Middle Class,No,Lawyer,{'Fine Arts'}
b581ff33-f404-463f-b0d1-7af79b63d19f,Male,2011-08-28,13,3,1,Kwara,2020,Red House,Christianity,No,Middle Class,No,Brand Specialist,{'Press Club'}
ba45e0ab-8af1-4c47-8f2a-23621a45834a,Male,2011-03-27,13,3,2,Anambra,2020,Yellow House,Christianity,No,Middle Class,No,Business Executive,{'Press Club'}
e391768a-57dc-4aad-a920-47b8aa3694fa,Male,2008-10-08,16,1,2,Kwara,2022,Green House,Christianity,No,Middle Class,No,Business Executive,{'Press Club'}
b8d755c2-0fc8-4710-b784-29839a607a35,Male,2007-10-10,17,2,2,Bayelsa,2021,Brown House,Islam,No,Middle Class,No,Business Executive,{'Press Club'}
7bc9cdc1-f4cf-4a08-a49b-a0e8d94ec554,Male,2006-12-29,18,3,2,Osun,2020,Green House,Islam,No,Middle Class,No,Business Executive,{'Music Club'}
0133e223-ea68-4ea9-840d-f0038af538d2,Male,2009-08-15,15,3,1,Kebbi,2020,Brown House,Islam,No,Middle Class,No,Artist,{'Drama Club'}
3570d374-b8d8-409b-90ed-32e1427e3cea,Male,2007-06-24,17,2,3,Kogi,2021,Brown House,Islam,No,Middle Class,No,Scientist,{'JETS Club'}
3e830cff-1e74-48cb-b220-a3e53ab11337,Female,2009-03-05,15,2,1,Rivers,2021,Brown House,Islam,No,Middle Class,No,Journalist,{'Music Club'}
46f40b2c-950b-42da-bc9f-3373971903b6,Male,2008-09-17,16,3,2,Oyo,2020,Green House,Christianity,No,Middle Class,No,Economist,{'Music Club'}
16ed3acb-b345-462e-8596-469a0fa53913,Female,2011-03-21,13,3,1,Lagos,2020,Brown House,Christianity,No,Middle Class,No,Content Creator,{'Music Club'}
fe711345-0f63-4409-934f-44081ca54548,Male,2012-03-29,12,1,2,FCT - Abuja,2022,Red House,Islam,No,Middle Class,No,Entrepreneur,{'Debating Club'}
04e838c6-b2dc-4d9b-9044-6b34f9ae12ee,Male,2010-11-04,14,2,3,Kano,2021,Green House,Islam,No,Middle Class,No,Doctor,{'Mathematics Club'}
ee0e03dd-c23d-4476-9165-8c65f76ede80,Female,2009-11-04,15,2,1,Oyo,2021,Red House,Islam,No,Middle Class,No,Fashion Designer,{'Debating Club'}
aa7f6243-533b-4107-8b2b-1855e8bdd347,Female,2008-10-25,16,3,2,Ogun,2020,Brown House,Islam,No,Middle Class,No,Business Executive,{'Chess Club'}
5586c7c9-0083-4dea-b8ce-b03cf85341a2,Male,2011-03-31,13,1,1,Edo,2022,Purple House,Islam,No,Middle Class,No,Brand Specialist,{'Drama Club'}
1554f1e5-31d8-410b-a37a-d050c3ed26b0,Female,2008-01-30,16,1,3,Oyo,2022,Purple House,Christianity,No,Middle Class,No,Biologist,{'JETS Club'}
0c810d9f-090f-46d2-bd8a-777831eb96c4,Male,2011-12-30,13,3,1,Lagos,2020,Purple House,Islam,No,Middle Class,No,Brand Specialist,{'Drama Club'}
d4b2232d-b9da-4fab-8dbd-f0e0900476ce,Female,2011-03-05,13,3,3,Cross River,2020,Green House,Christianity,No,Middle Class,No,Computer Scientist,{'JETS Club'}
b90ae97c-038d-4f60-b13d-d515832fc657,Female,2009-05-28,15,1,1,Lagos,2022,Yellow House,Islam,No,Middle Class,No,Actor,{'Drama Club'}
ef04a74c-8ab9-4e10-b000-5ec5f3b03b16,Male,2010-06-22,14,2,3,Lagos,2021,Brown House,Islam,No,Middle Class,No,Biologist,{'JETS Club'}
6114cf7d-6eed-4c1a-ac80-7c0440d462da,Female,2009-02-09,15,1,2,Anambra,2022,Blue House,Christianity,No,Middle Class,No,Economist,{'Music Club'}
ffd03a98-1e14-4276-b98a-01c594792b43,Male,2009-04-27,15,1,2,Anambra,2022,Purple House,Christianity,No,Middle Class,No,Economist,{'Music Club'}
786cc3ad-e3dd-4eb6-9b5d-60815d87a7d1,Female,2011-06-04,13,2,1,Ogun,2021,Yellow House,Christianity,No,Middle Class,No,Lawyer,{'Press Club'}
a353fee6-9668-4911-802e-edbe8a727833,Male,2011-04-10,13,2,3,Borno,2021,Blue House,Islam,No,Middle Class,No,Scientist,{'Red Cross'}
e7d83b76-046f-45b3-b675-421fa7b60bcb,Male,2011-05-27,13,3,2,Oyo,2020,Blue House,Islam,No,Middle Class,No,Accountant,{'Music Club'}
ea78e702-25fb-46c3-8655-6f90f20a673d,Male,2006-11-17,18,1,1,Lagos,2022,Green House,Christianity,No,Middle Class,No,Content Creator,{'Drama Club'}
ac7b89dd-7661-4342-beb2-48b587cd8458,Female,2008-09-10,16,3,1,Lagos,2020,Blue House,Christianity,No,Middle Class,No,Journalist,{'Drama Club'}
5f67b42c-6a7c-4677-8b95-1489fef4aac5,Female,2009-08-11,15,3,3,Kano,2020,Red House,Islam,No,Middle Class,No,Biologist,{'Mathematics Club'}
c2ab021c-3b3c-42f3-8225-596671ab7434,Female,2009-11-03,15,3,2,Lagos,2020,Red House,Christianity,No,Middle Class,No,Economist,{'Press Club'}
e6c0817d-d474-4a79-bf49-0b299dd4da00,Female,2008-08-30,16,1,1,Kano,2022,Yellow House,Islam,No,Middle Class,No,Artist,{'Drama Club'}
834a8edd-1f03-46ce-ba02-f0be5fcb9999,Male,2010-12-01,14,3,1,Borno,2020,Yellow House,Islam,No,Middle Class,No,Lawyer,{'Drama Club'}
2fe85c4d-6d70-40c5-b56e-d700533c6bb9,Female,2011-06-02,13,1,1,Sokoto,2022,Yellow House,Islam,Yes,Low,No,Actor,{'Debating Club'}
51df09fc-7490-406e-8dfd-3cc4ea649a56,Male,2007-07-14,17,1,1,Ogun,2022,Green House,Christianity,No,Middle Class,No,Lawyer,{'Music Club'}
ff9265a0-3387-454f-8e02-f3de92d7eaa3,Female,2007-05-27,17,3,3,Ogun,2020,Blue House,Christianity,No,Middle Class,No,Pharmacist,{'Red Cross'}
d858bedf-0ce4-4622-8d34-8b3acdc48dc1,Female,2007-06-02,17,2,1,Oyo,2021,Green House,Islam,No,Middle Class,No,Fashion Designer,{'Music Club'}
5a70db41-3730-4bae-8694-e281396a9f08,Male,2012-01-23,12,3,1,Kebbi,2020,Red House,Christianity,No,Middle Class,No,Artist,{'Debating Club'}
1b403da5-cf1a-471c-bbe9-b8656bda1dd9,Female,2012-01-09,12,2,2,Lagos,2021,Purple House,Christianity,No,Middle Class,No,Business Executive,{'Commerce Club'}
4699229d-d596-411c-893e-5c8c394d4b5f,Male,2011-10-25,13,2,3,Cross River,2021,Purple House,Islam,No,Middle Class,No,Pharmacist,{'Mathematics Club'}
d24e006d-b57f-4080-8f2e-bf1b645d8728,Female,2008-08-26,16,3,2,Ogun,2020,Brown House,Islam,No,Upper Class,No,Auditor,{'Music Club'}
b92ffa97-f7ae-4734-808a-be9172723937,Male,2008-11-28,16,1,3,Osun,2022,Purple House,Christianity,No,Middle Class,No,Architect,{'Red Cross'}
1b4bc191-633c-4277-8bc8-dc54de4cb416,Female,2007-04-15,17,2,2,Kano,2021,Green House,Islam,No,Middle Class,No,Accountant,{'Chess Club'}
436658ff-adf8-48b4-9ba9-56b6b48e50aa,Female,2010-01-17,14,3,2,FCT - Abuja,2020,Yellow House,Islam,No,Middle Class,No,Entrepreneur,{'Commerce Club'}
cb32f2b5-3430-4a23-afe8-1b93462bc0cd,Male,2011-04-11,13,2,1,Ebonyi,2021,Yellow House,Christianity,No,Middle Class,No,Content Creator,{'Debating Club'}
afb94f8c-2e1a-4efa-bee0-b9e84e328744,Male,2007-07-29,17,3,3,Ebonyi,2020,Red House,Christianity,No,Middle Class,No,Engineer,{'Mathematics Club'}
cb3d7513-8498-4c87-9e84-566d4f9adce2,Female,2007-03-22,17,3,1,Enugu,2020,Green House,Christianity,No,Middle Class,No,Writer,{'Fine Arts'}
957cd979-51ea-4704-b282-87c91fb1c7aa,Female,2012-08-10,12,2,2,Oyo,2021,Green House,Christianity,No,Low,No,Business Executive,{'Debating Club'}
1d70829b-b624-4676-9301-f23e9700eba0,Male,2007-01-26,17,1,3,Osun,2022,Yellow House,Islam,No,Middle Class,No,Software Developer,{'Computer Club'}
27fdf3d7-0ac8-4f35-9dab-2a006bd110e6,Male,2010-12-13,14,2,1,Lagos,2021,Blue House,Christianity,No,Middle Class,No,Artist,{'Fine Arts'}
d5feae22-f66d-4ac9-ad4f-0dbc268ca548,Male,2010-06-02,14,1,3,Kogi,2022,Purple House,Christianity,No,Middle Class,No,Scientist,{'JETS Club'}
be85f92d-e9a6-4891-8bfd-d4b8492b61a5,Male,2008-05-21,16,1,2,FCT - Abuja,2022,Red House,Christianity,No,Middle Class,No,Auditor,{'Music Club'}
d21884e2-6671-41ab-b4f4-304ce02c4e97,Female,2011-12-24,13,2,1,Ebonyi,2021,Brown House,Islam,No,Middle Class,No,Actor,{'Debating Club'}
20111e84-5d99-47ae-8cad-fe2ab7c80bca,Female,2011-06-28,13,2,1,Kwara,2021,Brown House,Islam,No,Middle Class,No,Journalist,{'Fine Arts'}
9d842ced-a493-4c8e-8e1e-1cc486803ad1,Male,2009-05-03,15,2,3,Osun,2021,Purple House,Christianity,No,Middle Class,No,Pharmacist,{'Red Cross'}
68bf381d-e0dd-4155-a24e-fcc17c3376d8,Female,2011-06-19,13,2,3,Ondo,2021,Purple House,Christianity,No,Low,No,Food Nutritionist,{'Red Cross'}
ab6bdd12-5b22-4b27-a0c5-42e808fcc669,Male,2007-09-01,17,3,1,Edo,2020,Purple House,Islam,No,Middle Class,No,Lawyer,{'Debating Club'}
4dc3a16c-ff97-44e7-bd7b-d922f24e2424,Female,2008-07-12,16,3,1,Anambra,2020,Yellow House,Christianity,No,Middle Class,No,Artist,{'Drama Club'}
557efccb-2519-451f-95b2-df34453223de,Female,2010-09-15,14,3,2,Ogun,2020,Red House,Islam,No,Middle Class,No,Entrepreneur,{'Press Club'}
6bbcf4cf-bf1c-46af-9dab-c80a1bc67f41,Male,2009-02-11,15,3,3,Oyo,2020,Purple House,Christianity,No,Middle Class,No,Engineer,{'Red Cross'}
7bb248e1-3f42-4e6a-9e61-ed5dc3718915,Male,2010-06-11,14,2,2,Abia,2021,Purple House,Christianity,No,Middle Class,No,Auditor,{'Press Club'}
a7278414-0bf8-4b5f-afa6-bb01499b72f3,Female,2007-05-02,17,2,1,Osun,2021,Brown House,Christianity,No,Low,No,Writer,{'Fine Arts'}
da40a2c8-c9e8-41af-89cd-2616137ec09e,Female,2007-05-10,17,1,3,Anambra,2022,Brown House,Islam,No,Middle Class,No,Computer Scientist,{'JETS Club'}
cace3cce-f00c-4ff8-9a7a-81ef8e82e03f,Male,2012-07-27,12,1,2,Imo,2022,Green House,Islam,No,Middle Class,No,Economist,{'Chess Club'}
b69c7678-d911-4d53-9f7f-723ac3f35c98,Female,2009-11-15,15,3,3,Ogun,2020,Brown House,Christianity,No,Middle Class,No,Scientist,{'Mathematics Club'}
f914a34f-c2d3-42bc-85a0-39a870dd8c18,Male,2008-09-08,16,2,2,Lagos,2021,Purple House,Christianity,No,Middle Class,No,Auditor,{'Debating Club'}
8ee31fcf-d695-4659-98c5-6db6739227fb,Male,2012-03-02,12,2,2,Ogun,2021,Brown House,Islam,No,Middle Class,No,Entrepreneur,{'Press Club'}
b692d3ac-bcdd-476d-879e-d5986297f5f4,Female,2010-09-03,14,3,1,Imo,2020,Blue House,Islam,No,Middle Class,No,Fashion Designer,{'Music Club'}
ef18c322-2932-43bb-ac51-53401a95d07a,Female,2008-10-23,16,3,1,Oyo,2020,Purple House,Islam,No,Middle Class,No,Brand Specialist,{'Music Club'}
66d9b95f-a32b-4562-bb65-bcb87bf4de02,Female,2011-09-28,13,2,1,Osun,2021,Red House,Islam,No,Middle Class,No,Brand Specialist,{'Debating Club'}
b4fd0aa2-06f9-4c5d-a1ed-75f2c186c810,Female,2012-01-28,12,3,3,Oyo,2020,Blue House,Christianity,No,Middle Class,No,Software Developer,{'Mathematics Club'}
762422d2-6fdd-4a45-8f00-fbd127830315,Male,2011-03-23,13,2,1,Sokoto,2021,Blue House,Christianity,No,Middle Class,No,Artist,{'Drama Club'}
08d53361-f411-4d0d-83b7-4666788ef1d3,Male,2009-02-23,15,1,2,Oyo,2022,Green House,Christianity,No,Upper Class,No,Auditor,{'Debating Club'}
92b751af-bf1d-4739-b3b9-dc1067ad74e6,Female,2006-12-13,18,2,3,Imo,2021,Red House,Christianity,No,Low,No,Computer Scientist,{'Mathematics Club'}
153be8bd-ccbf-4348-ba82-72da092a0342,Male,2007-05-23,17,1,2,Kwara,2022,Yellow House,Christianity,No,Middle Class,No,Auditor,{'Press Club'}
59113d7a-4c03-4620-937d-383e7c8d114e,Male,2011-07-17,13,2,1,FCT - Abuja,2021,Blue House,Christianity,No,Middle Class,No,Writer,{'Press Club'}
e4783ab1-b716-474a-af50-891d36629d5a,Female,2010-12-04,14,1,2,Lagos,2022,Yellow House,Islam,No,Middle Class,No,Marketer,{'Debating Club'}
816409fe-4130-4ec8-9a98-22c6d6d4b051,Female,2012-07-13,12,2,3,Plateau,2021,Yellow House,Islam,No,Middle Class,No,Doctor,{'Computer Club'}
0aff1b05-9af3-4d0f-b37c-d07b6a2e28df,Male,2010-08-26,14,2,2,Oyo,2021,Brown House,Christianity,No,Middle Class,No,Business Executive,{'Music Club'}
11a2e59b-c3db-4e93-8ef2-5697d488d299,Male,2011-08-12,13,1,1,Ogun,2022,Brown House,Christianity,No,Middle Class,No,Brand Specialist,{'Fine Arts'}
0b0cc3d5-4fee-4ae8-a948-ba5a16dfa0e8,Female,2010-10-23,14,2,1,Ogun,2021,Blue House,Islam,No,Middle Class,No,Lawyer,{'Press Club'}
ca3a82fa-f4c2-494a-a132-f8206b1f6f3f,Female,2011-12-06,13,2,2,Rivers,2021,Blue House,Islam,No,Middle Class,No,Entrepreneur,{'Debating Club'}
c88317a0-2327-4c1f-85b5-a5d8d7c08038,Male,2009-05-02,15,1,1,Lagos,2022,Blue House,Christianity,No,Middle Class,No,Fashion Designer,{'Drama Club'}
8cf36168-e2ab-42eb-a77a-9bcc7fbaf21d,Female,2010-07-26,14,2,1,Lagos,2021,Purple House,Christianity,No,Middle Class,No,Fashion Designer,{'Fine Arts'}
0532370f-2450-4b60-8396-5e2a1ccedd64,Female,2007-02-25,17,2,2,Ogun,2021,Yellow House,Christianity,No,Middle Class,No,Auditor,{'Chess Club'}
e630fb20-2cba-44df-b70f-bd0027a25ead,Female,2008-02-17,16,1,2,Cross River,2022,Brown House,Islam,No,Middle Class,No,Marketer,{'Debating Club'}
7dc9bfdb-7328-44e2-b444-0e22992a9ca4,Male,2007-10-21,17,1,2,Bayelsa,2022,Green House,Islam,No,Middle Class,No,Entrepreneur,{'Press Club'}
96cefa81-81ba-4018-afa5-73a7f95c9d99,Female,2010-10-09,14,1,3,Delta,2022,Brown House,Islam,No,Middle Class,No,Scientist,{'Computer Club'}
4cf9e39b-418d-48a5-b46c-731db17ea6eb,Female,2008-06-08,16,1,1,Kwara,2022,Green House,Islam,No,Middle Class,No,Brand Specialist,{'Music Club'}
8b4f9c7a-6c32-4236-8c12-b0676bb5b872,Male,2011-02-17,13,2,2,Bayelsa,2021,Yellow House,Christianity,No,Upper Class,No,Entrepreneur,{'Debating Club'}
4beeee28-869d-4631-af90-00a1e654f356,Male,2009-01-02,15,1,1,Oyo,2022,Red House,Christianity,No,Middle Class,No,Content Creator,{'Press Club'}
a16e40f3-038a-4d8a-9803-8141f86f54a4,Male,2012-03-26,12,3,2,Katsina,2020,Purple House,Christianity,No,Middle Class,No,Marketer,{'Debating Club'}
f2dff4c3-0aa1-4b66-b065-8364ddc98048,Male,2012-01-26,12,2,1,Kano,2021,Purple House,Islam,No,Low,No,Brand Specialist,{'Drama Club'}
74382eb5-4c09-45eb-92cf-547616e84913,Male,2007-01-07,17,1,2,Oyo,2022,Blue House,Islam,No,Low,No,Accountant,{'Music Club'}
182b8ba1-8f8a-4cf5-bb05-6483ba1a3ec3,Male,2011-04-16,13,1,1,Ogun,2022,Yellow House,Islam,No,Middle Class,No,Brand Specialist,{'Music Club'}
d70f5814-b123-41e3-b911-72cc3acb45be,Male,2010-07-10,14,3,2,Ogun,2020,Red House,Christianity,No,Middle Class,No,Business Executive,{'Commerce Club'}
517cfe36-7b87-43ec-b8af-dbc3edc48e15,Male,2011-04-20,13,3,1,Borno,2020,Yellow House,Islam,No,Middle Class,No,Actor,{'Music Club'}
ebacb81c-98e8-4d67-aaea-680be8554ac2,Female,2011-02-01,13,3,2,Ogun,2020,Brown House,Islam,Yes,Middle Class,No,Auditor,{'Chess Club'}
f52b1407-d167-406a-a8c6-af62d9b4ca17,Male,2009-04-26,15,3,1,Cross River,2020,Purple House,Christianity,No,Middle Class,No,Writer,{'Drama Club'}
5824f1ad-3911-4109-9cf1-12fa09824d6b,Male,2012-06-29,12,3,2,Osun,2020,Red House,Christianity,No,Low,No,Economist,{'Music Club'}
620cf42a-e688-4623-a0c3-2fd8ba173dea,Female,2011-12-11,13,2,1,Lagos,2021,Purple House,Islam,No,Middle Class,No,Content Creator,{'Drama Club'}
b173b8f7-d32f-4b8f-90ed-4507f9a3b958,Female,2007-01-17,17,1,3,Abia,2022,Brown House,Christianity,No,Middle Class,No,Food Nutritionist,{'Red Cross'}
15c3e83e-4e26-4870-b722-7bc6dbe355d5,Female,2008-05-30,16,2,1,Ogun,2021,Blue House,Islam,No,Middle Class,No,Lawyer,{'Press Club'}
0d479e11-015d-488a-9155-4d0a5b697e51,Male,2011-08-30,13,3,2,Delta,2020,Yellow House,Islam,No,Middle Class,No,Economist,{'Press Club'}
26358051-8100-4900-ab5c-051619c0b7c2,Male,2011-09-21,13,2,1,Oyo,2021,Red House,Islam,No,Middle Class,No,Writer,{'Music Club'}
415c5b47-67e6-4da5-9bb2-1b2edd9094aa,Male,2010-06-20,14,3,2,Akwa Ibom,2020,Brown House,Christianity,No,Middle Class,No,Business Executive,{'Music Club'}
944f9862-c208-49c6-ae9e-4d514b3e09f8,Male,2009-04-07,15,1,2,Edo,2022,Blue House,Islam,No,Middle Class,No,Auditor,{'Press Club'}
6e469cf4-1284-4bec-8fd0-815797f2f296,Female,2010-05-16,14,3,3,Osun,2020,Brown House,Christianity,No,Middle Class,No,Doctor,{'JETS Club'}
60c00b6c-6305-4e34-9e28-0129a7f5c126,Female,2011-12-24,13,2,1,Lagos,2021,Blue House,Christianity,No,Low,No,Content Creator,{'Music Club'}
7516d6e6-76c2-49d9-bc30-a1616eaabc0b,Female,2009-04-14,15,2,3,Ogun,2021,Brown House,Islam,No,Middle Class,No,Doctor,{'Mathematics Club'}
24ab611a-da33-4bd5-aff2-1a4b3f1192c3,Female,2007-12-26,17,1,3,Anambra,2022,Purple House,Christianity,No,Middle Class,No,Scientist,{'Mathematics Club'}
7c6bca90-7a74-47e8-9133-bec3c423daaa,Female,2011-08-23,13,2,1,Edo,2021,Blue House,Islam,No,Middle Class,No,Journalist,{'Drama Club'}
7d5f9956-e3aa-46e7-bc67-39ada3393893,Male,2012-07-26,12,1,3,Delta,2022,Blue House,Islam,No,Middle Class,No,Scientist,{'Red Cross'}
fa4500b2-79b0-4730-9b28-ea7f2ed0a8be,Male,2009-06-27,15,1,3,Lagos,2022,Brown House,Islam,No,Low,No,Architect,{'Mathematics Club'}
a8761178-3f0f-4e25-ad02-7907e1f1f07d,Male,2012-04-22,12,2,1,Enugu,2021,Brown House,Islam,No,Middle Class,No,Lawyer,{'Press Club'}
34905dd1-9b55-4ce9-b889-f128b19f6e4d,Male,2009-06-03,15,3,1,Benue,2020,Purple House,Islam,No,Middle Class,No,Writer,{'Fine Arts'}
