Student_ID,Class_Grade_ID,Session,Subject,Score
13321372-313a-498a-b001-111f13e1407c,2,1,Commerce,42.75
13321372-313a-498a-b001-111f13e1407c,2,1,Marketing,76.85
13321372-313a-498a-b001-111f13e1407c,2,1,Dyeing and bleaching,98.85
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,English,87.45
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,Maths,67.39
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,Civic Education,80.01
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,ICT,46.42
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,Literature,64.7
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,Government/History,85.22
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,Religious Studies,48.7
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,"Language (Yoruba, French, Igbo)",46.73
e7c70778-7b2c-4370-b633-e4eadbf4b647,3,1,Bookkeeping,44.88
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,English,82.02
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,Maths,57.59
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,Civic Education,71.76
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,ICT,66.27
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,Physics,56.86
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,Chemistry,55.03
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,Technical Drawing,92.34
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,Further Maths,73.01
03a3c903-8e49-41f2-86e0-843b47f67c75,1,1,Dyeing and bleaching,41.27
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,English,79.21
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,Maths,75.04
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,Civic Education,80.39
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,ICT,67.37
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,Economics,90.28
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,Accounting,82.96
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,Commerce,94.19
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,Marketing,93.79
879206da-4d67-41c5-8a39-cfc3d4bd4f64,2,1,Dyeing and bleaching,86.59
2f4108ee-314a-4385-843c-1130110c56a9,1,1,English,96.22
2f4108ee-314a-4385-843c-1130110c56a9,1,1,Maths,77.02
2f4108ee-314a-4385-843c-1130110c56a9,1,1,Civic Education,50.26
2f4108ee-314a-4385-843c-1130110c56a9,1,1,ICT,85.91
2f4108ee-314a-4385-843c-1130110c56a9,1,1,Economics,59.65
2f4108ee-314a-4385-843c-1130110c56a9,1,1,Accounting,73.72
2f4108ee-314a-4385-843c-1130110c56a9,1,1,Commerce,89.2
2f4108ee-314a-4385-843c-1130110c56a9,1,1,Marketing,75.16
2f4108ee-314a-4385-843c-1130110c56a9,1,1,Bookkeeping,44.14
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,English,52.43
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,Maths,85.26
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,Civic Education,72.72
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,ICT,68.94
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,Economics,69.37
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,Accounting,46.49
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,Commerce,51.97
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,Marketing,63.5
60ea547c-51f7-4b4e-a6ed-d43aa4f1c328,3,1,Bookkeeping,90.39
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,English,43.63
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,Maths,83.89
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,Civic Education,44.3
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,ICT,90.99
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,Literature,99.42
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,Government/History,73.56
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,Religious Studies,63.16
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,"Language (Yoruba, French, Igbo)",85.01
3f062f7c-60d5-483e-b6ef-d31f2d1dd1de,2,1,Electrical work,67.1
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,English,51.51
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,Maths,55.19
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,Civic Education,59.98
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,ICT,89.51
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,Economics,77.49
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,Accounting,54.46
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,Commerce,58.69
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,Marketing,95.62
6285aaf1-2eec-45b5-9af5-cad00c1ee02d,2,1,Bookkeeping,74.73
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,English,63.99
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,Maths,99.81
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,Civic Education,80.69
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,ICT,52.88
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,Physics,93.17
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,Chemistry,47.71
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,Technical Drawing,66.43
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,Further Maths,43.41
f51e5d35-7b40-4057-9fee-413ebfc2eb21,1,1,Bookkeeping,65.17
af7be00a-6109-400a-9511-2716f289b95f,2,1,English,40.63
af7be00a-6109-400a-9511-2716f289b95f,2,1,Maths,45.02
af7be00a-6109-400a-9511-2716f289b95f,2,1,Civic Education,80.16
af7be00a-6109-400a-9511-2716f289b95f,2,1,ICT,94.01
af7be00a-6109-400a-9511-2716f289b95f,2,1,Economics,44.61
af7be00a-6109-400a-9511-2716f289b95f,2,1,Accounting,59.82
af7be00a-6109-400a-9511-2716f289b95f,2,1,Commerce,79.96
af7be00a-6109-400a-9511-2716f289b95f,2,1,Marketing,71.52
af7be00a-6109-400a-9511-2716f289b95f,2,1,Bookkeeping,54.34
253e681f-ab44-4944-8adf-ad084968b036,3,1,English,63.39
253e681f-ab44-4944-8adf-ad084968b036,3,1,Maths,58.8
253e681f-ab44-4944-8adf-ad084968b036,3,1,Civic Education,49.94
253e681f-ab44-4944-8adf-ad084968b036,3,1,ICT,63.32
253e681f-ab44-4944-8adf-ad084968b036,3,1,Physics,64.22
253e681f-ab44-4944-8adf-ad084968b036,3,1,Chemistry,46.14
253e681f-ab44-4944-8adf-ad084968b036,3,1,Technical Drawing,43.68
253e681f-ab44-4944-8adf-ad084968b036,3,1,Further Maths,45.22
253e681f-ab44-4944-8adf-ad084968b036,3,1,Electrical work,53.39
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,English,85.17
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,Maths,64.18
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,Civic Education,93.67
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,ICT,96.97
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,Literature,91.39
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,Government/History,70.2
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,Religious Studies,42.96
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,"Language (Yoruba, French, Igbo)",65.73
54468dbe-4ad4-4662-b27b-1c4768bdfac9,2,1,Dyeing and bleaching,99.66
72ed0c96-5276-4adf-aace-180e317413d1,3,1,English,98.61
72ed0c96-5276-4adf-aace-180e317413d1,3,1,Maths,53.16
72ed0c96-5276-4adf-aace-180e317413d1,3,1,Civic Education,71.64
72ed0c96-5276-4adf-aace-180e317413d1,3,1,ICT,54.07
72ed0c96-5276-4adf-aace-180e317413d1,3,1,Physics,63.44
72ed0c96-5276-4adf-aace-180e317413d1,3,1,Chemistry,55.88
72ed0c96-5276-4adf-aace-180e317413d1,3,1,Technical Drawing,81.25
72ed0c96-5276-4adf-aace-180e317413d1,3,1,Further Maths,86.28
72ed0c96-5276-4adf-aace-180e317413d1,3,1,Bookkeeping,59.87
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,English,60.54
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,Maths,80.35
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,Civic Education,89.09
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,ICT,47.92
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,Physics,85.82
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,Chemistry,47.11
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,Technical Drawing,51.2
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,Further Maths,90.82
fee2bad5-24e7-4b6e-af26-8eaf7d1d2445,1,1,Dyeing and bleaching,44.34
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,English,97.08
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,Maths,71.7
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,Civic Education,76.13
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,ICT,90.72
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,Physics,41.46
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,Chemistry,99.37
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,Technical Drawing,58.11
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,Further Maths,41.29
de65521c-9aa5-40d6-aa19-7c39cdc12051,1,1,Dyeing and bleaching,67.01
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,English,89.52
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,Maths,92.95
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,Civic Education,49.73
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,ICT,47.22
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,Economics,46.18
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,Accounting,82.02
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,Commerce,79.48
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,Marketing,40.29
b49b7cdb-e400-459e-b40a-b05daad31906,1,1,Electrical work,58.09
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,English,41.21
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,Maths,52.54
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,Civic Education,61.8
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,ICT,90.28
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,Economics,72.5
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,Accounting,67.23
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,Commerce,45.66
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,Marketing,53.52
357beb42-3391-4e02-b5aa-6ce920c12e53,2,1,Dyeing and bleaching,72.51
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,English,51.12
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,Maths,69.42
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,Civic Education,87.88
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,ICT,91.41
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,Literature,54.01
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,Government/History,78.85
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,Religious Studies,80.19
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,"Language (Yoruba, French, Igbo)",66.14
ba5cc7d0-9c9a-4c40-8905-4181ca719f38,1,1,Bookkeeping,88.08
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,English,43.01
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,Maths,82.24
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,Civic Education,84.59
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,ICT,85.11
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,Economics,50.92
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,Accounting,75.93
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,Commerce,92.74
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,Marketing,79.1
d2923869-1be1-4308-ac19-c9f786fdd2f8,2,1,Dyeing and bleaching,83.8
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,English,49.81
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,Maths,95.79
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,Civic Education,42.66
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,ICT,93.11
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,Physics,83.28
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,Chemistry,45.18
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,Technical Drawing,73.44
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,Further Maths,94.39
4d2495d4-34d3-4e19-8322-ca0978aa3d68,1,1,Dyeing and bleaching,48.95
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,English,44.15
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,Maths,72.65
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,Civic Education,93.44
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,ICT,76.13
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,Physics,65.29
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,Chemistry,40.83
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,Technical Drawing,80.95
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,Further Maths,44.68
8a790301-ddf3-41f3-b3d4-ec98e92f8a1a,2,1,Dyeing and bleaching,67.08
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,English,66.95
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,Maths,59.81
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,Civic Education,57.88
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,ICT,52.27
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,Physics,68.31
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,Chemistry,65.61
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,Technical Drawing,56.37
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,Further Maths,55.15
e8da1891-fcc7-4be5-b4f0-39fb786059a1,3,1,Dyeing and bleaching,47.69
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,English,80.86
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,Maths,47.74
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,Civic Education,64.46
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,ICT,82.67
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,Literature,52.64
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,Government/History,55.7
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,Religious Studies,58.21
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,"Language (Yoruba, French, Igbo)",76.4
7a1a1a1f-25b0-4ae5-b4a5-8aa9afe8712d,1,1,Dyeing and bleaching,52.07
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,English,95.42
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,Maths,95.9
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,Civic Education,70.06
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,ICT,42.13
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,Literature,57.08
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,Government/History,95.36
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,Religious Studies,52.09
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,"Language (Yoruba, French, Igbo)",61.86
38403310-c4a2-47dc-9765-2296ce96a3f0,2,1,Dyeing and bleaching,99.98
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,English,64.23
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,Maths,77.14
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,Civic Education,86.66
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,ICT,72.75
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,Economics,65.57
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,Accounting,91.46
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,Commerce,97.8
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,Marketing,89.69
614374ba-82f0-4859-ac4a-e307d05d48b4,3,1,Dyeing and bleaching,60.1
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,English,75.37
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,Maths,71.27
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,Civic Education,89.08
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,ICT,84.86
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,Physics,87.73
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,Chemistry,88.73
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,Technical Drawing,78.89
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,Further Maths,78.57
a654c942-1434-4d77-8b1d-cc91346267f6,2,1,Dyeing and bleaching,78.14
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,English,43.74
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,Maths,56.93
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,Civic Education,61.24
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,ICT,85.43
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,Physics,82.98
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,Chemistry,42.59
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,Technical Drawing,90.32
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,Further Maths,51.05
07bd56d4-035a-4c32-b19c-07a3c473d86f,2,1,Dyeing and bleaching,73.59
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,English,58.55
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,Maths,65.42
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,Civic Education,51.49
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,ICT,50.9
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,Economics,49.41
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,Accounting,98.78
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,Commerce,54.71
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,Marketing,57.25
46c4c8d3-b145-4772-ba6f-ceefc6dedb82,2,1,Dyeing and bleaching,87.17
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,English,45.51
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,Maths,90.58
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,Civic Education,47.33
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,ICT,76.2
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,Economics,56.66
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,Accounting,67.13
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,Commerce,40.76
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,Marketing,68.0
aa148c19-776a-4200-ae5a-6e49c1272a06,3,1,Dyeing and bleaching,54.79
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,English,41.54
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,Maths,71.82
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,Civic Education,75.56
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,ICT,40.89
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,Economics,88.4
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,Accounting,91.69
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,Commerce,97.14
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,Marketing,61.56
0314a1d7-745a-4e9d-8994-d3b22a3dd70c,3,1,Bookkeeping,91.65
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,English,70.02
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,Maths,45.72
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,Civic Education,70.6
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,ICT,89.24
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,Economics,96.01
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,Accounting,41.3
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,Commerce,48.09
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,Marketing,53.48
5a9101c8-8283-473f-ba82-8936c522b06b,3,1,Dyeing and bleaching,97.31
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,English,58.06
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,Maths,81.85
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,Civic Education,41.74
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,ICT,71.7
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,Physics,85.76
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,Chemistry,69.49
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,Technical Drawing,87.18
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,Further Maths,58.45
9c6600d7-8fc5-4968-89a5-c070ef2d3355,3,1,Electrical work,80.5
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,English,60.29
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,Maths,59.99
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,Civic Education,43.64
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,ICT,70.21
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,Physics,98.33
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,Chemistry,84.47
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,Technical Drawing,53.89
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,Further Maths,77.25
367a9720-7fcb-41d7-b0f3-a414b18211a2,1,1,Bookkeeping,61.39
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,English,64.95
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,Maths,93.44
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,Civic Education,87.08
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,ICT,92.18
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,Physics,54.07
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,Chemistry,65.15
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,Technical Drawing,68.5
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,Further Maths,88.92
70f44114-2423-4268-bb9f-9f7b3af37315,2,1,Dyeing and bleaching,94.42
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,English,40.33
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,Maths,84.56
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,Civic Education,86.15
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,ICT,69.21
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,Physics,61.46
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,Chemistry,45.02
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,Technical Drawing,44.73
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,Further Maths,68.43
96a97150-f275-4c38-8f1d-2dd56acec6b5,3,1,Electrical work,76.16
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,English,52.53
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,Maths,46.69
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,Civic Education,64.36
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,ICT,92.94
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,Literature,47.78
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,Government/History,65.68
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,Religious Studies,77.29
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,"Language (Yoruba, French, Igbo)",99.37
9481dbb6-b40a-45fa-bd37-5eb432ccbdaa,2,1,Bookkeeping,94.67
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,English,71.58
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,Maths,78.69
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,Civic Education,55.62
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,ICT,73.54
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,Literature,98.53
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,Government/History,85.83
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,Religious Studies,45.8
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,"Language (Yoruba, French, Igbo)",68.44
7899f068-b52d-4e43-bdff-2bb90921fd15,3,1,Electrical work,52.58
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,English,76.2
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,Maths,74.34
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,Civic Education,41.46
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,ICT,61.73
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,Literature,88.6
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,Government/History,66.83
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,Religious Studies,87.32
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,"Language (Yoruba, French, Igbo)",93.07
2cbc2176-670d-444a-ae57-4a6d025c125e,1,1,Bookkeeping,99.68
7a537c6b-d25e-4066-9464-a4d69ad01742,2,1,English,72.83
7a537c6b-d25e-4066-9464-a4d69ad01742,2,1,Maths,94.22
7a537c6b-d25e-4066-9464-a4d69ad01742,2,1,Civic Education,41.95
7a537c6b-d25e-4066-9464-a4d69ad01742,2,1,ICT,45.88
7a537c6b-d25e-4066-9464-a4d69ad01742,2,1,Literature,93.15
7a537c6b-d25e-4066-9464-a4d69ad01742,2,1,Government/History,73.92
7a537c6b-d25e-4066-9464-a4d69ad01742,2,1,Religious Studies,95.99
