,Student_ID,Class_Grade_ID,Discipline_ID,Is_School_Prefect,Age,Gender,Nationality,State_Of_Origin,Clubs_Interests,Aspiring_Profession,DOB,Religion,Has_Disability,Date_Of_Admission,Year_Of_Admission
547,548,1,3,No,14,Female,Nigeria,Lagos,"['Debating Club', 'Music Club']",Biologist,2012-10-04,Christian,Yes,2022-09-01,2022
548,549,1,4,No,12,Male,Nigeria,Ogun,"['Drama Club', 'Press Club', 'JETS Club']",Software Developer,2011-10-04,Christian,No,2022-09-01,2022
549,550,1,4,Yes,13,Female,Nigeria,Osun,['Drama Club'],Engineer,2010-10-04,Islam,No,2022-09-01,2022
550,551,1,1,No,13,Female,Nigeria,Borno,['Chess Club'],Fashion Designer,2012-10-04,Christian,Yes,2022-09-01,2022
551,552,1,2,Yes,13,Female,Nigeria,Borno,['Computer Club'],Accountant,2012-10-04,Christian,No,2022-09-01,2022
552,553,1,2,Yes,14,Male,Nigeria,Niger,"['Homemakers Club', 'Debating Club', 'Computer Club']",Business Executive,2012-10-04,Christian,Yes,2022-09-01,2022
553,554,1,3,Yes,14,Male,Nigeria,Oyo,['Mathematics Club'],Pharmacist,2011-10-04,Christian,No,2022-09-01,2022
554,555,1,1,No,14,Female,Nigeria,Osun,"['Mathematics Club', 'Computer Club', 'Music Club']",Writer,2010-10-04,Christian,No,2022-09-01,2022
555,556,1,2,No,13,Female,Nigeria,Lagos,['Chess Club'],Marketer,2012-10-04,Christian,Yes,2022-09-01,2022
556,557,1,2,Yes,13,Male,Nigeria,Osun,"['Red Cross', 'Press Club']",Economist,2012-10-04,Christian,No,2022-09-01,2022
557,558,1,3,No,14,Male,Nigeria,Osun,"['Fine Arts', 'Chess Club']",Pharmacist,2012-10-04,Christian,No,2022-09-01,2022
558,559,1,3,Yes,13,Female,Nigeria,Osun,"['JETS Club', 'Fine Arts']",Pharmacist,2010-10-04,Christian,Yes,2022-09-01,2022
559,560,1,2,Yes,12,Male,Nigeria,Oyo,"['Homemakers Club', 'Chess Club', 'JETS Club']",Economist,2011-10-04,Islam,No,2022-09-01,2022
560,561,1,1,Yes,14,Female,Nigeria,Osun,['Debating Club'],Actor,2012-10-04,Islam,Yes,2022-09-01,2022
561,562,1,4,No,13,Male,Nigeria,Borno,"['Press Club', 'Computer Club', 'Fine Arts']",Technologist,2012-10-04,Christian,No,2022-09-01,2022
562,563,1,4,Yes,13,Male,Nigeria,Osun,"['Red Cross', 'Drama Club']",Technologist,2010-10-04,Islam,No,2022-09-01,2022
563,564,1,3,No,12,Male,Nigeria,Borno,"['Homemakers Club', 'JETS Club', 'Drama Club']",Biologist,2010-10-04,Islam,Yes,2022-09-01,2022
564,565,1,4,Yes,13,Male,Nigeria,Kano,"['Computer Club', 'Fine Arts', 'Music Club']",Software Developer,2010-10-04,Islam,No,2022-09-01,2022
565,566,1,2,Yes,12,Male,Nigeria,Plateau,"['Drama Club', 'Fine Arts', 'Music Club']",Business Executive,2010-10-04,Islam,No,2022-09-01,2022
566,567,1,4,No,13,Male,Nigeria,Kano,['Mathematics Club'],Computer Scientist,2010-10-04,Christian,Yes,2022-09-01,2022
567,568,1,3,Yes,12,Female,Nigeria,Gombe,"['Drama Club', 'JETS Club', 'Computer Club']",Biologist,2011-10-04,Islam,No,2022-09-01,2022
568,569,1,3,Yes,14,Female,Nigeria,Edo,['Music Club'],Doctor,2012-10-04,Christian,No,2022-09-01,2022
569,570,1,3,No,13,Male,Nigeria,Ogun,"['Homemakers Club', 'Computer Club', 'Debating Club']",Scientist,2010-10-04,Christian,Yes,2022-09-01,2022
570,571,1,1,Yes,14,Female,Nigeria,Kwara,"['Music Club', 'Mathematics Club']",Actor,2010-10-04,Christian,No,2022-09-01,2022
571,572,1,4,Yes,14,Female,Nigeria,Osun,"['Press Club', 'Red Cross']",Computer Scientist,2011-10-04,Christian,No,2022-09-01,2022
572,573,1,4,No,14,Male,Nigeria,Ebonyi,['Fine Arts'],Computer Scientist,2012-10-04,Christian,No,2022-09-01,2022
573,574,1,4,No,13,Female,Nigeria,Kano,['Computer Club'],Data Scientist,2010-10-04,Christian,No,2022-09-01,2022
574,575,1,2,No,13,Male,Nigeria,Adamawa,['Computer Club'],Accountant,2010-10-04,Islam,No,2022-09-01,2022
575,576,1,3,No,12,Male,Nigeria,Ogun,"['Drama Club', 'Computer Club']",Pharmacist,2011-10-04,Christian,Yes,2022-09-01,2022
576,577,1,4,No,13,Female,Nigeria,Delta,['Press Club'],Software Developer,2010-10-04,Christian,No,2022-09-01,2022
577,578,1,3,Yes,14,Female,Nigeria,Ogun,"['JETS Club', 'Mathematics Club', 'Debating Club']",Scientist,2010-10-04,Christian,No,2022-09-01,2022
578,579,1,2,Yes,13,Female,Nigeria,Kano,"['JETS Club', 'Computer Club', 'Homemakers Club']",Entrepreneur,2012-10-04,Islam,Yes,2022-09-01,2022
579,580,1,1,No,12,Male,Nigeria,Imo,"['Music Club', 'Press Club', 'Chess Club']",Journalist,2011-10-04,Islam,Yes,2022-09-01,2022
580,581,1,1,Yes,12,Male,Nigeria,Taraba,"['Chess Club', 'Homemakers Club', 'Press Club']",Writer,2011-10-04,Christian,Yes,2022-09-01,2022
581,582,1,2,Yes,12,Female,Nigeria,Lagos,"['Music Club', 'Fine Arts', 'Mathematics Club']",Accountant,2010-10-04,Islam,Yes,2022-09-01,2022
582,583,1,2,Yes,14,Male,Nigeria,Taraba,['Debating Club'],Accountant,2010-10-04,Islam,No,2022-09-01,2022
583,584,1,2,Yes,13,Female,Nigeria,Oyo,"['Music Club', 'Drama Club', 'Computer Club']",Entrepreneur,2011-10-04,Islam,Yes,2022-09-01,2022
584,585,1,2,Yes,13,Male,Nigeria,Kwara,"['Debating Club', 'Press Club']",Marketer,2012-10-04,Islam,No,2022-09-01,2022
585,586,1,3,Yes,14,Male,Nigeria,Adamawa,['Homemakers Club'],Doctor,2011-10-04,Christian,Yes,2022-09-01,2022
586,587,1,1,Yes,12,Female,Nigeria,Ogun,"['Fine Arts', 'Chess Club', 'Mathematics Club']",Actor,2010-10-04,Islam,Yes,2022-09-01,2022
587,588,1,1,Yes,12,Male,Nigeria,Ekiti,['Homemakers Club'],Fashion Designer,2012-10-04,Islam,Yes,2022-09-01,2022
588,589,1,2,Yes,12,Female,Nigeria,Cross River,"['Computer Club', 'Debating Club']",Entrepreneur,2011-10-04,Christian,No,2022-09-01,2022
589,590,1,3,No,13,Male,Nigeria,Osun,['Debating Club'],Engineer,2011-10-04,Christian,No,2022-09-01,2022
590,591,1,4,Yes,14,Male,Nigeria,Kano,['Music Club'],Computer Scientist,2010-10-04,Christian,No,2022-09-01,2022
591,592,1,4,No,14,Male,Nigeria,Kaduna,['Mathematics Club'],Computer Scientist,2012-10-04,Christian,No,2022-09-01,2022
592,593,1,3,Yes,14,Female,Nigeria,Cross River,"['Red Cross', 'Computer Club']",Doctor,2012-10-04,Islam,Yes,2022-09-01,2022
593,594,1,4,No,13,Male,Nigeria,Osun,"['Music Club', 'Drama Club']",Computer Scientist,2011-10-04,Christian,Yes,2022-09-01,2022
594,595,1,2,Yes,12,Male,Nigeria,Ogun,"['Red Cross', 'JETS Club']",Accountant,2011-10-04,Islam,No,2022-09-01,2022
595,596,1,1,Yes,13,Female,Nigeria,Kwara,"['Press Club', 'Red Cross']",Fashion Designer,2010-10-04,Islam,Yes,2022-09-01,2022
596,597,1,2,No,14,Female,Nigeria,Jigawa,"['Chess Club', 'Debating Club']",Economist,2012-10-04,Islam,No,2022-09-01,2022
597,598,1,2,Yes,12,Female,Nigeria,Ogun,"['Chess Club', 'Red Cross', 'Music Club']",Business Executive,2010-10-04,Christian,Yes,2022-09-01,2022
598,599,1,1,No,12,Male,Nigeria,Ondo,"['Music Club', 'Chess Club', 'Press Club']",Actor,2010-10-04,Christian,No,2022-09-01,2022
599,600,1,3,Yes,14,Female,Nigeria,Bayelsa,['Drama Club'],Pharmacist,2010-10-04,Islam,No,2022-09-01,2022
600,601,1,3,No,13,Male,Nigeria,Oyo,"['Debating Club', 'Chess Club', 'Fine Arts']",Doctor,2011-10-04,Islam,No,2022-09-01,2022
601,602,1,1,Yes,13,Male,Nigeria,Katsina,"['Drama Club', 'Debating Club', 'Fine Arts']",Fashion Designer,2010-10-04,Christian,No,2022-09-01,2022
602,603,1,1,No,12,Female,Nigeria,Lagos,"['Homemakers Club', 'Computer Club']",Fashion Designer,2010-10-04,Islam,No,2022-09-01,2022
603,604,1,4,No,13,Female,Nigeria,Yobe,"['JETS Club', 'Music Club', 'Chess Club']",Data Scientist,2012-10-04,Christian,Yes,2022-09-01,2022
604,605,1,1,No,12,Female,Nigeria,Kano,['Music Club'],Writer,2010-10-04,Christian,Yes,2022-09-01,2022
605,606,1,2,Yes,14,Female,Nigeria,Enugu,"['Music Club', 'Mathematics Club']",Accountant,2012-10-04,Islam,Yes,2022-09-01,2022
606,607,1,4,Yes,12,Female,Nigeria,Ogun,"['Music Club', 'Chess Club', 'Computer Club']",Engineer,2011-10-04,Christian,Yes,2022-09-01,2022
607,608,1,3,No,14,Male,Nigeria,Lagos,"['Red Cross', 'Press Club']",Pharmacist,2011-10-04,Islam,Yes,2022-09-01,2022
608,609,1,4,Yes,14,Female,Nigeria,Lagos,"['Fine Arts', 'Debating Club', 'Homemakers Club']",Data Scientist,2012-10-04,Islam,No,2022-09-01,2022
609,610,1,4,Yes,13,Female,Nigeria,Ogun,"['Mathematics Club', 'Computer Club']",Engineer,2010-10-04,Christian,No,2022-09-01,2022
610,611,1,1,No,13,Male,Nigeria,Ogun,['Press Club'],Journalist,2010-10-04,Islam,Yes,2022-09-01,2022
611,612,1,3,No,14,Male,Nigeria,Katsina,"['Music Club', 'Debating Club', 'JETS Club']",Doctor,2011-10-04,Christian,Yes,2022-09-01,2022
612,613,1,1,No,14,Female,Nigeria,Adamawa,"['Computer Club', 'Music Club', 'Fine Arts']",Journalist,2011-10-04,Christian,No,2022-09-01,2022
613,614,1,3,Yes,14,Female,Nigeria,Osun,['Chess Club'],Doctor,2011-10-04,Islam,Yes,2022-09-01,2022
614,615,1,2,No,13,Female,Nigeria,Akwa Ibom,"['Computer Club', 'Fine Arts', 'JETS Club']",Entrepreneur,2011-10-04,Christian,Yes,2022-09-01,2022
615,616,1,4,No,13,Female,Nigeria,Osun,"['Press Club', 'Homemakers Club']",Technologist,2011-10-04,Islam,No,2022-09-01,2022
616,617,1,3,Yes,14,Male,Nigeria,Kogi,"['Computer Club', 'Drama Club']",Doctor,2011-10-04,Christian,No,2022-09-01,2022
617,618,1,3,Yes,14,Male,Nigeria,Ogun,"['Computer Club', 'Debating Club']",Biologist,2010-10-04,Islam,No,2022-09-01,2022
618,619,1,4,No,14,Female,Nigeria,Oyo,['Press Club'],Computer Scientist,2010-10-04,Christian,No,2022-09-01,2022
619,620,1,2,Yes,14,Male,Nigeria,Katsina,"['Mathematics Club', 'Fine Arts']",Economist,2012-10-04,Islam,No,2022-09-01,2022
620,621,1,3,Yes,13,Female,Nigeria,Cross River,"['Press Club', 'JETS Club']",Engineer,2012-10-04,Christian,No,2022-09-01,2022
621,622,1,2,Yes,14,Male,Nigeria,Ebonyi,"['Drama Club', 'Music Club', 'Homemakers Club']",Marketer,2010-10-04,Christian,No,2022-09-01,2022
622,623,1,1,No,12,Male,Nigeria,Benue,['Computer Club'],Journalist,2012-10-04,Christian,Yes,2022-09-01,2022
623,624,1,2,Yes,12,Male,Nigeria,Rivers,"['Debating Club', 'Press Club', 'Homemakers Club']",Marketer,2010-10-04,Christian,Yes,2022-09-01,2022
624,625,1,2,Yes,14,Male,Nigeria,Oyo,"['JETS Club', 'Red Cross', 'Music Club']",Entrepreneur,2010-10-04,Christian,Yes,2022-09-01,2022
625,626,1,1,No,13,Female,Nigeria,Enugu,"['Drama Club', 'Press Club', 'Mathematics Club']",Actor,2010-10-04,Christian,Yes,2022-09-01,2022
626,627,1,2,No,13,Female,Nigeria,Zamfara,"['Fine Arts', 'Drama Club', 'Music Club']",Business Executive,2010-10-04,Islam,No,2022-09-01,2022
627,628,1,2,Yes,13,Male,Nigeria,Ebonyi,"['Debating Club', 'Chess Club', 'Mathematics Club']",Economist,2012-10-04,Christian,Yes,2022-09-01,2022
628,629,1,1,Yes,14,Female,Nigeria,Lagos,['JETS Club'],Journalist,2010-10-04,Islam,No,2022-09-01,2022
629,630,1,3,No,14,Female,Nigeria,Rivers,['JETS Club'],Engineer,2010-10-04,Islam,Yes,2022-09-01,2022
630,631,1,3,Yes,14,Female,Nigeria,Oyo,"['Chess Club', 'Red Cross']",Doctor,2011-10-04,Christian,Yes,2022-09-01,2022
631,632,1,4,Yes,12,Female,Nigeria,Osun,"['Mathematics Club', 'Chess Club', 'Debating Club']",Data Scientist,2010-10-04,Islam,Yes,2022-09-01,2022
632,633,1,4,No,14,Male,Nigeria,Osun,['Chess Club'],Technologist,2012-10-04,Christian,Yes,2022-09-01,2022
633,634,1,3,No,12,Female,Nigeria,Enugu,"['Press Club', 'Music Club']",Biologist,2010-10-04,Islam,Yes,2022-09-01,2022
634,635,1,2,No,13,Female,Nigeria,Nasarawa,"['JETS Club', 'Homemakers Club']",Economist,2012-10-04,Christian,No,2022-09-01,2022
635,636,1,4,Yes,12,Male,Nigeria,Abia,"['Computer Club', 'Debating Club', 'Fine Arts']",Data Scientist,2011-10-04,Islam,Yes,2022-09-01,2022
636,637,1,2,No,14,Male,Nigeria,Katsina,"['Red Cross', 'Chess Club']",Accountant,2010-10-04,Christian,Yes,2022-09-01,2022
637,638,1,2,Yes,14,Female,Nigeria,Bayelsa,['Fine Arts'],Business Executive,2010-10-04,Christian,Yes,2022-09-01,2022
638,639,1,4,Yes,12,Female,Nigeria,Oyo,['Debating Club'],Data Scientist,2010-10-04,Islam,No,2022-09-01,2022
639,640,1,4,Yes,13,Female,Nigeria,Ogun,"['Press Club', 'Red Cross']",Engineer,2010-10-04,Islam,No,2022-09-01,2022
640,641,1,4,Yes,13,Male,Nigeria,Osun,['JETS Club'],Technologist,2012-10-04,Christian,Yes,2022-09-01,2022
641,642,1,4,No,14,Female,Nigeria,Lagos,"['JETS Club', 'Press Club', 'Chess Club']",Software Developer,2010-10-04,Islam,Yes,2022-09-01,2022
642,643,1,1,No,13,Female,Nigeria,Kwara,"['Red Cross', 'Mathematics Club']",Artist,2011-10-04,Islam,Yes,2022-09-01,2022
643,644,1,2,Yes,13,Female,Nigeria,Delta,"['Mathematics Club', 'Press Club']",Marketer,2012-10-04,Christian,No,2022-09-01,2022
644,645,1,4,No,12,Male,Nigeria,Katsina,"['Fine Arts', 'Press Club']",Computer Scientist,2012-10-04,Islam,Yes,2022-09-01,2022
645,646,1,2,Yes,13,Female,Nigeria,Osun,"['Debating Club', 'JETS Club', 'Computer Club']",Entrepreneur,2010-10-04,Islam,Yes,2022-09-01,2022
646,647,1,4,Yes,12,Female,Nigeria,Oyo,"['Debating Club', 'Press Club', 'Computer Club']",Software Developer,2010-10-04,Islam,No,2022-09-01,2022
647,648,1,1,No,12,Male,Nigeria,Oyo,"['JETS Club', 'Fine Arts']",Journalist,2010-10-04,Christian,No,2022-09-01,2022
648,649,1,4,Yes,12,Male,Nigeria,Ebonyi,"['Chess Club', 'Music Club']",Technologist,2010-10-04,Islam,Yes,2022-09-01,2022
649,650,1,4,No,14,Male,Nigeria,Lagos,"['Mathematics Club', 'Chess Club', 'Debating Club']",Engineer,2010-10-04,Christian,Yes,2022-09-01,2022
650,651,1,3,Yes,14,Female,Nigeria,Lagos,['Press Club'],Doctor,2010-10-04,Islam,Yes,2022-09-01,2022
651,652,1,2,Yes,12,Female,Nigeria,Osun,"['Homemakers Club', 'Press Club', 'Drama Club']",Accountant,2012-10-04,Christian,Yes,2022-09-01,2022
652,653,1,1,No,14,Male,Nigeria,Gombe,['Fine Arts'],Fashion Designer,2012-10-04,Islam,No,2022-09-01,2022
653,654,1,4,No,12,Female,Nigeria,Bayelsa,['JETS Club'],Computer Scientist,2012-10-04,Islam,No,2022-09-01,2022
654,655,1,3,No,14,Female,Nigeria,Osun,['Chess Club'],Pharmacist,2012-10-04,Islam,No,2022-09-01,2022
655,656,1,3,No,14,Male,Nigeria,Osun,"['Music Club', 'Homemakers Club']",Pharmacist,2010-10-04,Islam,Yes,2022-09-01,2022
656,657,1,1,Yes,13,Male,Nigeria,Ogun,['JETS Club'],Actor,2011-10-04,Islam,No,2022-09-01,2022
657,658,1,4,No,14,Female,Nigeria,Osun,"['Music Club', 'Fine Arts', 'JETS Club']",Data Scientist,2012-10-04,Christian,No,2022-09-01,2022
658,659,1,3,Yes,14,Male,Nigeria,Oyo,"['Debating Club', 'Computer Club', 'Fine Arts']",Scientist,2012-10-04,Islam,Yes,2022-09-01,2022
659,660,1,3,Yes,13,Female,Nigeria,Osun,"['Debating Club', 'Press Club']",Biologist,2010-10-04,Christian,No,2022-09-01,2022
660,661,1,4,No,14,Female,Nigeria,Kaduna,"['Drama Club', 'Music Club']",Technologist,2011-10-04,Christian,No,2022-09-01,2022
661,662,1,4,No,12,Male,Nigeria,Oyo,"['Chess Club', 'JETS Club', 'Drama Club']",Data Scientist,2010-10-04,Christian,Yes,2022-09-01,2022
662,663,1,3,No,14,Male,Nigeria,Niger,"['Debating Club', 'Chess Club', 'Homemakers Club']",Pharmacist,2010-10-04,Islam,No,2022-09-01,2022
663,664,1,3,Yes,14,Female,Nigeria,Bauchi,"['Drama Club', 'Chess Club', 'Computer Club']",Biologist,2010-10-04,Islam,No,2022-09-01,2022
664,665,1,4,Yes,13,Female,Nigeria,Ogun,"['Drama Club', 'Red Cross', 'Homemakers Club']",Engineer,2010-10-04,Christian,Yes,2022-09-01,2022
665,666,1,4,Yes,12,Male,Nigeria,Zamfara,['Computer Club'],Technologist,2011-10-04,Islam,No,2022-09-01,2022
666,667,1,2,No,13,Female,Nigeria,Katsina,"['Chess Club', 'Computer Club', 'Homemakers Club']",Economist,2012-10-04,Christian,No,2022-09-01,2022
667,668,1,3,No,13,Male,Nigeria,Borno,['Red Cross'],Pharmacist,2012-10-04,Islam,Yes,2022-09-01,2022
668,669,1,2,No,14,Male,Nigeria,Bauchi,"['Chess Club', 'Computer Club']",Business Executive,2010-10-04,Christian,Yes,2022-09-01,2022
669,670,1,3,Yes,13,Male,Nigeria,Osun,['Drama Club'],Biologist,2011-10-04,Christian,No,2022-09-01,2022
670,671,1,4,Yes,13,Male,Nigeria,Oyo,"['Press Club', 'Mathematics Club', 'Computer Club']",Data Scientist,2012-10-04,Christian,No,2022-09-01,2022
671,672,1,1,Yes,13,Male,Nigeria,Lagos,"['Press Club', 'Mathematics Club']",Actor,2010-10-04,Islam,No,2022-09-01,2022
672,673,1,4,Yes,14,Male,Nigeria,Bauchi,"['Music Club', 'Fine Arts']",Technologist,2011-10-04,Islam,No,2022-09-01,2022
673,674,1,4,No,13,Female,Nigeria,Lagos,"['Drama Club', 'Mathematics Club']",Engineer,2012-10-04,Islam,No,2022-09-01,2022
674,675,1,1,No,12,Male,Nigeria,Osun,"['JETS Club', 'Homemakers Club', 'Computer Club']",Fashion Designer,2011-10-04,Islam,Yes,2022-09-01,2022
675,676,1,3,Yes,14,Female,Nigeria,Ogun,"['Mathematics Club', 'Fine Arts', 'Chess Club']",Engineer,2012-10-04,Islam,Yes,2022-09-01,2022
676,677,1,3,No,13,Male,Nigeria,Bayelsa,"['Computer Club', 'Chess Club', 'Drama Club']",Biologist,2011-10-04,Christian,Yes,2022-09-01,2022
677,678,1,3,No,14,Male,Nigeria,Oyo,['Homemakers Club'],Biologist,2010-10-04,Islam,No,2022-09-01,2022
678,679,1,3,Yes,13,Female,Nigeria,Ogun,['Press Club'],Engineer,2011-10-04,Islam,Yes,2022-09-01,2022
679,680,1,1,Yes,14,Male,Nigeria,Benue,"['Debating Club', 'Chess Club', 'Computer Club']",Journalist,2011-10-04,Islam,No,2022-09-01,2022
680,681,1,4,Yes,12,Female,Nigeria,Cross River,['Red Cross'],Technologist,2011-10-04,Christian,Yes,2022-09-01,2022
681,682,1,3,Yes,13,Female,Nigeria,Ogun,"['Homemakers Club', 'Press Club', 'Fine Arts']",Pharmacist,2011-10-04,Islam,Yes,2022-09-01,2022
682,683,1,1,No,14,Male,Nigeria,Lagos,"['Music Club', 'Fine Arts', 'Drama Club']",Artist,2012-10-04,Christian,Yes,2022-09-01,2022
683,684,1,1,No,14,Male,Nigeria,Oyo,"['Drama Club', 'Computer Club', 'JETS Club']",Actor,2011-10-04,Islam,Yes,2022-09-01,2022
684,685,1,3,No,13,Female,Nigeria,Gombe,"['Fine Arts', 'Computer Club', 'Drama Club']",Doctor,2011-10-04,Christian,Yes,2022-09-01,2022
685,686,1,3,No,14,Female,Nigeria,Niger,"['Press Club', 'Computer Club']",Doctor,2011-10-04,Christian,Yes,2022-09-01,2022
686,687,1,4,No,14,Male,Nigeria,Rivers,['Music Club'],Data Scientist,2012-10-04,Christian,No,2022-09-01,2022
687,688,1,2,Yes,12,Male,Nigeria,Lagos,['JETS Club'],Marketer,2012-10-04,Islam,No,2022-09-01,2022
688,689,1,3,Yes,12,Male,Nigeria,Oyo,"['Chess Club', 'JETS Club']",Pharmacist,2011-10-04,Islam,No,2022-09-01,2022
689,690,1,2,No,12,Male,Nigeria,Oyo,"['Homemakers Club', 'JETS Club']",Marketer,2011-10-04,Christian,Yes,2022-09-01,2022
690,691,1,2,No,13,Male,Nigeria,Borno,"['Red Cross', 'Press Club']",Marketer,2010-10-04,Islam,Yes,2022-09-01,2022
691,692,1,2,No,12,Male,Nigeria,Ondo,"['JETS Club', 'Chess Club', 'Music Club']",Economist,2010-10-04,Islam,Yes,2022-09-01,2022
692,693,1,4,No,13,Male,Nigeria,Delta,"['Drama Club', 'Debating Club', 'Press Club']",Data Scientist,2010-10-04,Islam,No,2022-09-01,2022
693,694,1,2,Yes,13,Female,Nigeria,Akwa Ibom,"['Fine Arts', 'Debating Club']",Accountant,2010-10-04,Islam,Yes,2022-09-01,2022
694,695,1,2,Yes,13,Male,Nigeria,Ogun,['JETS Club'],Economist,2012-10-04,Islam,No,2022-09-01,2022
695,696,1,4,No,12,Female,Nigeria,Lagos,['Music Club'],Data Scientist,2011-10-04,Christian,Yes,2022-09-01,2022
696,697,1,2,No,13,Female,Nigeria,Osun,['Computer Club'],Marketer,2011-10-04,Islam,No,2022-09-01,2022
697,698,1,2,No,14,Male,Nigeria,Kogi,['JETS Club'],Accountant,2011-10-04,Islam,No,2022-09-01,2022
698,699,1,3,Yes,12,Male,Nigeria,Edo,"['Homemakers Club', 'Fine Arts']",Scientist,2010-10-04,Christian,No,2022-09-01,2022
699,700,1,1,Yes,13,Male,Nigeria,Akwa Ibom,"['Chess Club', 'Fine Arts']",Fashion Designer,2012-10-04,Islam,No,2022-09-01,2022
700,701,1,2,No,13,Female,Nigeria,Nasarawa,"['Fine Arts', 'Red Cross']",Economist,2011-10-04,Islam,Yes,2022-09-01,2022
701,702,1,1,Yes,14,Female,Nigeria,Osun,"['Chess Club', 'Homemakers Club']",Journalist,2010-10-04,Islam,No,2022-09-01,2022
702,703,1,1,No,13,Female,Nigeria,Oyo,['Drama Club'],Actor,2012-10-04,Islam,No,2022-09-01,2022
703,704,1,3,No,12,Male,Nigeria,Osun,['Press Club'],Biologist,2010-10-04,Islam,Yes,2022-09-01,2022
704,705,1,3,No,12,Female,Nigeria,Ogun,['Red Cross'],Engineer,2012-10-04,Christian,No,2022-09-01,2022
705,706,1,4,No,14,Male,Nigeria,Delta,"['Fine Arts', 'Press Club']",Technologist,2012-10-04,Christian,Yes,2022-09-01,2022
706,707,1,1,Yes,14,Male,Nigeria,Lagos,"['Red Cross', 'Press Club']",Writer,2010-10-04,Christian,No,2022-09-01,2022
707,708,1,4,Yes,12,Male,Nigeria,Oyo,"['Chess Club', 'Drama Club']",Engineer,2011-10-04,Islam,Yes,2022-09-01,2022
708,709,1,3,Yes,12,Male,Nigeria,Cross River,"['Mathematics Club', 'Debating Club']",Scientist,2012-10-04,Christian,No,2022-09-01,2022
709,710,1,1,No,14,Female,Nigeria,Lagos,"['Drama Club', 'Fine Arts', 'Mathematics Club']",Fashion Designer,2012-10-04,Christian,No,2022-09-01,2022
710,711,1,1,No,14,Female,Nigeria,Ogun,"['Fine Arts', 'Drama Club', 'Computer Club']",Fashion Designer,2011-10-04,Islam,Yes,2022-09-01,2022
711,712,1,4,Yes,12,Female,Nigeria,Lagos,"['Homemakers Club', 'Fine Arts', 'Drama Club']",Data Scientist,2010-10-04,Islam,Yes,2022-09-01,2022
712,713,1,2,Yes,13,Male,Nigeria,Lagos,"['Homemakers Club', 'Fine Arts']",Marketer,2012-10-04,Islam,Yes,2022-09-01,2022
713,714,1,3,Yes,12,Male,Nigeria,Lagos,"['Chess Club', 'Mathematics Club']",Biologist,2012-10-04,Islam,Yes,2022-09-01,2022
714,715,1,2,Yes,12,Female,Nigeria,Adamawa,"['Computer Club', 'Mathematics Club', 'Fine Arts']",Economist,2012-10-04,Islam,Yes,2022-09-01,2022
715,716,1,2,Yes,14,Female,Nigeria,Osun,"['Mathematics Club', 'Homemakers Club']",Entrepreneur,2010-10-04,Christian,Yes,2022-09-01,2022
716,717,1,4,Yes,12,Male,Nigeria,Taraba,"['Mathematics Club', 'Fine Arts', 'Debating Club']",Computer Scientist,2011-10-04,Islam,No,2022-09-01,2022
717,718,1,3,No,13,Female,Nigeria,Rivers,"['Debating Club', 'Fine Arts']",Pharmacist,2010-10-04,Christian,No,2022-09-01,2022
718,719,1,1,Yes,12,Female,Nigeria,FCT - Abuja,['Drama Club'],Artist,2010-10-04,Islam,Yes,2022-09-01,2022
719,720,1,3,No,12,Female,Nigeria,Lagos,"['Computer Club', 'Drama Club', 'Press Club']",Engineer,2011-10-04,Christian,No,2022-09-01,2022
720,721,1,4,Yes,12,Female,Nigeria,Ogun,"['Red Cross', 'Fine Arts']",Computer Scientist,2010-10-04,Christian,Yes,2022-09-01,2022
721,722,1,3,No,13,Male,Nigeria,Enugu,['Chess Club'],Pharmacist,2011-10-04,Christian,No,2022-09-01,2022
722,723,1,4,No,14,Female,Nigeria,Kebbi,"['Debating Club', 'Computer Club', 'JETS Club']",Software Developer,2010-10-04,Islam,No,2022-09-01,2022
723,724,1,4,Yes,14,Female,Nigeria,Osun,['Red Cross'],Computer Scientist,2011-10-04,Islam,Yes,2022-09-01,2022
724,725,1,2,Yes,13,Male,Nigeria,Oyo,"['Computer Club', 'Chess Club']",Marketer,2012-10-04,Christian,No,2022-09-01,2022
725,726,1,1,No,12,Male,Nigeria,Jigawa,"['Chess Club', 'Homemakers Club']",Artist,2012-10-04,Christian,Yes,2022-09-01,2022
726,727,1,3,Yes,14,Male,Nigeria,Akwa Ibom,['Debating Club'],Doctor,2011-10-04,Christian,Yes,2022-09-01,2022
727,728,1,2,No,14,Male,Nigeria,Lagos,"['Debating Club', 'Mathematics Club']",Economist,2011-10-04,Christian,Yes,2022-09-01,2022
728,729,1,2,No,14,Male,Nigeria,Benue,"['Drama Club', 'Press Club', 'Debating Club']",Accountant,2012-10-04,Christian,No,2022-09-01,2022
729,730,1,2,No,14,Female,Nigeria,Ogun,['Mathematics Club'],Marketer,2011-10-04,Christian,Yes,2022-09-01,2022
730,731,1,2,No,14,Male,Nigeria,Oyo,"['Debating Club', 'Mathematics Club', 'Red Cross']",Economist,2010-10-04,Islam,Yes,2022-09-01,2022
731,732,1,1,Yes,13,Male,Nigeria,Lagos,"['Homemakers Club', 'Debating Club']",Artist,2012-10-04,Christian,No,2022-09-01,2022
732,733,1,2,Yes,14,Male,Nigeria,Yobe,['Red Cross'],Business Executive,2010-10-04,Islam,No,2022-09-01,2022
